ShipmentNo	VehicleNo	CreatedOn
7F03E971-2876-4D66-953D-3EBADB990798	BBC-0083	2023-01-16 10:15:18.3566667
38250685-1DE8-4F2F-82F5-5956AE8E6F11	BBB-0027	2023-01-16 15:47:18.4166667
56491198-E64F-4D2C-85CA-5995F91DC6A9	CBE-0019	2023-01-16 16:36:18.4266667
ECDB529E-9A36-4B80-B994-75381B9F410E	BCB-0030	2023-01-16 13:32:18.4366667
6CC0C6F3-250E-48DF-A132-76F07C29CEF8	ECB-0084	2023-01-16 12:45:18.4900000
A246B768-F925-4C23-B720-92CE877B3E36	ACE-0085	2023-01-16 12:16:18.5133333
2CB07489-4B28-40B8-B90A-989631E82498	EBA-0054	2023-01-16 17:45:18.5233333
4342873A-9BA2-47AB-A50B-9AA1B12D0254	CEE-0004	2023-01-16 11:11:18.5333333
E2264788-6545-4582-814B-9C45952C48BA	ECE-0003	2023-01-16 09:36:18.5400000
4CF2C242-0DAA-475F-A52E-A66C6468FA28	EAE-0089	2023-01-16 11:02:18.5500000
4DA09F48-3A80-45EB-8161-A91D00CF68F8	CDE-0076	2023-01-16 14:19:18.5833333
74B8FDA3-1AB9-49A6-9BDF-BAF08C787EF8	DED-0029	2023-01-16 10:35:18.6466667
46A76DEC-E341-4C14-88CE-BB918FFCAE51	CAC-0040	2023-01-16 09:52:18.6533333
8FE88C0E-DA1A-4ABA-B846-C365F62DA2E4	CBA-0018	2023-01-16 13:15:18.6633333
2F42901D-054B-41BE-98E0-C5FCDA89D254	DAA-0044	2023-01-16 16:00:18.6700000
3A48D8DE-19BB-49A1-8077-D10890CB2C31	ECB-0039	2023-01-16 13:55:18.6933333
DDCE0C95-D7F8-4B78-BA78-D8865E526097	EEB-0057	2023-01-16 12:34:18.7100000
F4FE27E4-6CB2-441E-BBBF-D9C021D6A319	BBD-0087	2023-01-16 10:23:18.7400000
F8E2044E-A9B3-43E5-BE20-E494C4B04B1B	DCC-0091	2023-01-16 17:42:18.7566667
FDA18E88-B151-4790-9A90-EABACAFCFAE4	CAC-0009	2023-01-16 17:31:18.7700000
3D361902-DCA2-4DE0-B5BC-F438F3FF9301	AAD-0053	2023-01-16 17:26:18.7800000
FB4B3155-B7CB-4299-88F9-F89881F63054	EBE-0064	2023-01-16 08:47:18.8166667
2992B494-828A-4A70-A18A-FC53AAECF22D	CAB-0058	2023-01-16 18:03:18.8333333
CF77E09B-599A-4A1D-AD4B-2BC80AD05E58	DAC-0050	2023-01-17 11:10:18.3766667
BA99E1F3-058B-4FE8-AC61-8AEB278486A8	DDA-0059	2023-01-17 10:17:18.5233333
9EA12AB4-5D35-485A-8CE7-AA1774657D06	EBC-0023	2023-01-17 16:14:18.5733333
8905AC13-CCD8-442C-8826-CCB24D8DE8A4	EAE-0086	2023-01-17 14:06:18.6366667
C3D96F1B-0337-4279-BA85-E6745C26D582	BAA-0035	2023-01-17 14:55:18.7100000
6DD9D403-0E5A-46FA-8A74-EFC0B9B05C0F	DCD-0019	2023-01-17 10:38:18.7300000
122EE88A-2E24-4D3C-8751-F750AB6983CA	DCB-0063	2023-01-17 09:00:18.7600000
9223E323-8862-4EDF-BB9D-F9B88158DF14	BCC-0074	2023-01-17 13:43:18.7900000
19012663-9620-40A6-B67A-020A65D2D616	EAC-0017	2023-01-21 11:26:18.5900000
B090C7E8-A82D-4394-BA02-071680D39AF1	ADC-0063	2023-01-21 11:56:18.5966667
E8ED1CB9-B081-45F5-A4DE-1837CDE8F92D	EDE-0047	2023-01-21 16:22:18.6266667
771F7FB6-AAFA-4F9E-B6D0-20D8BA8BBB4B	AEB-0065	2023-01-21 09:05:18.6400000
20045F4E-78E5-407D-BE66-231EFFFF874B	BEB-0008	2023-01-21 17:17:18.6466667
55BFF333-17E0-4039-8415-2E6D0471F61E	EBA-0044	2023-01-21 12:50:18.6533333
BFF75627-CF74-42AA-B0C5-3032C7841EF8	BAD-0017	2023-01-21 13:27:18.6766667
774F8DA9-A9A5-4699-B181-333AF835269E	EEA-0024	2023-01-21 15:54:18.6900000
687CAB0D-34E3-4B4F-B471-41ADF671F2C1	BAC-0071	2023-01-21 18:36:18.7066667
443EC11E-33E1-4630-BF14-4A4DB8F37CA5	BAB-0044	2023-01-21 16:00:18.7400000
767F9280-C7AC-4388-8389-4EC6BE65D7F0	ECE-0036	2023-01-21 13:14:18.7700000
927D67B1-33CA-460F-B44E-4FA6E905909B	CAC-0047	2023-01-21 09:57:18.7800000
CD7EB65E-759F-48D5-81C9-520A3888B83A	BAB-0061	2023-01-21 17:07:18.7866667
B23FE58F-9DB2-4F67-96C7-560C6022C613	BEE-0063	2023-01-21 09:57:18.8000000
07910DE4-7796-47C3-9543-585CAA84864A	EDE-0044	2023-01-21 12:11:18.8166667
9C0C5DA5-2D3A-40DC-9208-601361AA6DC0	DEB-0032	2023-01-21 10:53:18.8233333
3E4FF0BE-E60F-4DE5-B2F8-6116FE67E921	BEC-0084	2023-01-21 16:21:18.8466667
F1578127-6E82-4FC8-9204-6AB591653DD5	DDE-0014	2023-01-21 17:56:18.8533333
92BE1396-12DB-412D-8D23-71F1912D6F9E	CEC-0083	2023-01-21 09:26:18.8633333
AFB48C28-9B0D-486C-8DD5-7BF20ECB8451	DEA-0058	2023-01-21 13:04:18.8800000
55EF8809-A11B-41F1-A414-7E84812A7ACC	CCD-0051	2023-01-21 18:01:18.9100000
A5FF0F18-2CEF-492D-9FDB-912D3DFD1D03	AAB-0088	2023-01-21 11:34:18.9200000
773A472F-FD4B-4B68-B57A-94E886BFD2C0	CAC-0060	2023-01-21 18:00:18.9400000
A96538F1-D2E7-43CD-975E-975A1C95C29E	DDE-0034	2023-01-21 17:25:18.9566667
FFD0820F-8B64-4D19-9933-A6BAC0FDD6AE	BDC-0007	2023-01-21 16:45:18.9933333
7005AA6F-4E85-4E26-AA31-ABE8DCDDBB88	ECA-0065	2023-01-21 08:41:19.0033333
3C1C0205-0A09-48C7-95CA-ADF2D46A427B	BAB-0073	2023-01-21 10:38:19.0333333
61F34B09-A323-403F-9742-B8C40E93DB66	AEA-0051	2023-01-21 13:18:19.0500000
671074D5-E521-4FB6-B5C0-CFE958D7DE9F	BCE-0030	2023-01-21 08:59:19.1133333
0B46031F-87DE-484A-9FE0-D8963A9C5CC2	BAB-0073	2023-01-21 12:05:19.1466667
276024DA-C3F3-444C-89D3-DE2E62B2EA32	ABC-0068	2023-01-21 11:54:19.1600000
3E9246F1-9223-43F9-8BB6-E04757B88CE2	CEC-0048	2023-01-21 15:43:19.1733333
A620CB2C-257E-44FC-8FDD-F6CC649D41A1	ECB-0075	2023-01-21 12:22:19.2400000
DECDD4EB-28D2-44EF-8801-FFD2A96760B9	DBC-0098	2023-01-21 12:20:19.2533333
C573A4BB-0EC8-455B-B871-0A8088FB4DDB	CBA-0025	2023-01-23 09:33:18.2000000
B10DF056-253A-4338-A130-114DF0F46352	DCE-0067	2023-01-23 10:31:18.2166667
475224E8-3604-4C75-BF79-26974C7D3E50	DDE-0004	2023-01-23 15:24:18.2866667
1A7C326B-BA9D-4574-B82E-26E436DAC66D	EBC-0084	2023-01-23 12:40:18.2966667
E92737EF-5646-4DF3-8780-2FE5046FFE96	ABC-0025	2023-01-23 11:32:18.3033333
6C70AA21-EE8F-4CA5-BFA9-349D7A5B76FA	BDD-0037	2023-01-23 16:55:18.3300000
838F798A-5E01-47DC-B4D3-40ECB132E0A2	ADE-0083	2023-01-23 17:11:18.3433333
58C5EDAD-F010-4926-83CC-4574356E8F6F	BAC-0057	2023-01-23 16:35:18.3633333
346A9CFF-B10F-4176-A09C-4A624E490C25	ADE-0071	2023-01-23 11:12:18.3800000
7D6265F8-B39A-4131-9743-54BE0FE625CA	ADC-0072	2023-01-23 10:36:18.4100000
C8B1296F-1A3B-4ED6-9D9F-5AE7E814EA38	BCD-0023	2023-01-23 12:09:18.4300000
24082C58-5BBE-4622-944F-661A1786783D	BCA-0017	2023-01-23 17:04:18.4466667
177D5CD6-2946-40EB-94A4-781394865B50	EEA-0085	2023-01-23 18:08:18.4733333
6499C703-806E-4074-BB4D-7B2864EF9410	DCB-0031	2023-01-23 14:50:18.5033333
684876E1-0747-44E0-9567-7CF9773C1DE6	AEB-0095	2023-01-23 10:31:18.5100000
01BAECA2-8606-41DC-B1D8-85B5B5D24991	AAD-0037	2023-01-23 09:29:18.5366667
1D9B838A-79B5-4CF7-BF58-8962423BECAB	ECA-0043	2023-01-23 14:18:18.5466667
588AA217-9A2F-4138-ABE3-8DB6D3E04D7F	ACE-0075	2023-01-23 14:36:18.5566667
BD2D8889-4C2C-4C38-A7CE-8F9691F2460B	BCB-0038	2023-01-23 11:52:18.5733333
E1A62E36-0F4D-4C5B-A431-9AA5742B8FBA	EBB-0059	2023-01-23 16:13:18.5866667
8FF4E43C-90BF-4EED-B875-A5747C705687	CCD-0046	2023-01-23 11:09:18.6133333
269881EE-E62B-4213-BE28-AA05A7A7F95E	BDD-0068	2023-01-23 15:49:18.6433333
CA2D302E-007F-4989-BA44-BA3F5A1F7A58	ACD-0065	2023-01-23 14:06:18.6700000
536AE929-5F7B-4B55-8627-BDE045682CEC	CAC-0027	2023-01-23 09:56:18.7066667
273CA5B7-6463-4EE9-B1CC-C07CB69283B2	EDB-0008	2023-01-23 11:30:18.7400000
C079A90B-8AB0-44F1-AD2A-C7E1187AD239	ADD-0030	2023-01-23 10:20:18.7500000
2715A162-C0EA-43B0-9BCB-CC7C15DC3499	DAC-0038	2023-01-23 14:16:18.7633333
EB1A79A3-B76A-47DC-BD1A-CE5A8D366622	DEB-0050	2023-01-23 10:11:18.8266667
0BD4F4DE-A7F4-4338-9450-D6CC3F9C7D19	EAA-0084	2023-01-23 12:27:18.8366667
13D02DA4-3FD4-4B47-9923-FC12630D204D	CCB-0048	2023-01-23 12:44:18.8800000
6A9D61F4-19DC-45BA-B96B-188C1AAC780D	EED-0038	2023-01-25 15:34:17.7900000
D4C9B836-0CA5-4DAA-A68C-23891C4BEABD	DDC-0010	2023-01-25 17:48:17.8000000
7920FFF3-2ACB-4488-86CF-2DC5377C6AFE	BED-0057	2023-01-25 12:52:17.8200000
9D7DF818-5C1D-4535-A6DA-6509C4CD6C34	ABD-0048	2023-01-25 16:53:17.9600000
EF36932E-C367-45DB-880A-6C0E8C02A8B4	EEB-0075	2023-01-25 16:53:17.9900000
1377238E-98CA-4633-97EC-71F45AE5B08C	ABB-0095	2023-01-25 12:31:18.0066667
AAA263F2-101A-468D-97F2-74C0B18C95F1	DAD-0051	2023-01-25 15:16:18.0200000
10BA6C08-83BD-4C47-A9B2-7D753BEBB2A7	ECB-0011	2023-01-25 10:09:18.0300000
A1BA608E-5C34-42C6-899B-7F16E2581FFA	DDE-0073	2023-01-25 14:43:18.0666667
3C4F6575-419A-4467-A7ED-8E12D8055BF6	DAB-0062	2023-01-25 13:19:18.0833333
A3E60167-1950-4F53-B1AC-C66B58AC6A77	DAC-0044	2023-01-25 16:24:18.2400000
C6BFDAF6-307D-483F-B46D-D9E8E82CCD93	CCA-0089	2023-01-25 16:34:18.3033333
BBEC709B-634F-4CE6-991A-E0FADDD96724	BAD-0018	2023-01-25 13:17:18.3333333
90698E86-3CE5-40DD-A250-E34CBD6B52DA	ACC-0098	2023-01-25 12:47:18.3433333
B1BBB121-4A6C-4F19-BC0A-E5D1865E31E7	ABB-0078	2023-01-25 09:51:18.3500000
58375419-925B-44D2-B6C7-EEC711554284	ACC-0076	2023-01-25 11:22:18.3666667
645CBEBF-5268-47AA-8C1B-03B310600B93	BAD-0064	2023-01-27 13:40:20.7166667
AC934AAB-51D9-4A0D-99E7-124ED5CDA32E	EAB-0035	2023-01-27 16:06:20.7266667
6DA3FF2D-49CB-461D-AE08-1CE7518EE0FD	ABE-0027	2023-01-27 10:01:20.7366667
7ADBE1B0-F76A-453F-A100-21DD650FAB6E	BEA-0051	2023-01-27 09:24:20.7433333
1C530913-295B-4C79-89E6-2AEDA1194999	CAD-0043	2023-01-27 16:34:20.7533333
D56B3B24-E2D1-40CE-8EA6-3675FBD99E8C	CAD-0003	2023-01-27 17:16:20.7633333
E39725FB-A350-4B21-A4EF-3D052E9D8013	EEE-0045	2023-01-27 10:04:20.7733333
EBB5ACAC-989D-4752-ADAE-46FEEF736763	BAC-0058	2023-01-27 10:49:20.7833333
EBC97EBE-8189-449A-B0D4-589347E212EB	BDA-0090	2023-01-27 11:07:20.8200000
92F7441B-7B31-4539-A9EF-612FD33F9BDA	BAA-0001	2023-01-27 17:08:20.8466667
118D4F42-21DF-4891-8110-6153146FDE25	ADB-0043	2023-01-27 14:48:20.8600000
E1535978-CC7D-4D84-8727-65B79919D632	DCB-0084	2023-01-27 11:33:20.8733333
0ABD7255-5F50-4AE3-A04D-8051CEE4581E	ABB-0073	2023-01-27 15:51:20.9233333
83841593-854D-4A04-81A8-8136FC421C55	DBA-0058	2023-01-27 18:16:20.9400000
AB420535-DF06-4364-A835-8EF7691ED71C	CBA-0075	2023-01-27 16:40:20.9500000
F9E94BFF-468C-4DF8-B41B-92A06DDFCA5A	EAE-0030	2023-01-27 17:48:20.9633333
E7CD615D-97B0-41A9-8D74-9472195594DF	CEE-0044	2023-01-27 09:03:20.9700000
910A6103-A7F6-4DD3-94D7-9A87F3C55A63	AEB-0028	2023-01-27 13:28:20.9800000
CDF1CD9C-46BF-4AD3-818C-A870ABAFC5AE	ABE-0031	2023-01-27 14:27:21.0133333
88A8C1EB-16E3-4C8D-9402-A9F35556A776	CDC-0092	2023-01-27 16:35:21.0300000
7A3B3568-608A-4960-AA23-AA2EF1BE9FD2	BAD-0046	2023-01-27 09:53:21.0400000
65FFB136-59D8-4882-8821-B7C17EE0B2A6	EBA-0028	2023-01-27 11:29:21.0533333
49BA6A1D-7A4D-4B2C-805F-B8BB43810389	DCE-0072	2023-01-27 10:35:21.0633333
935F10C5-5CB2-41BC-AF96-C044D3EC344F	CDA-0017	2023-01-27 12:20:21.0900000
38A015A2-FE53-4989-A22A-C33EC19FF499	ADC-0083	2023-01-27 12:02:21.1066667
87054646-1D8C-439B-948D-C7D8AB77BA15	ACD-0071	2023-01-27 10:49:21.1233333
76BAD023-DC65-4F0D-85AE-CE70C0DCF9E6	CAD-0031	2023-01-27 09:03:21.1333333
CFBB56F3-13FA-4821-B01E-F5C946E31394	EDD-0036	2023-01-27 17:15:21.2100000
E8EEB2CB-FBA1-42AC-B55B-247F7880C537	ECB-0013	2023-01-28 10:38:18.8966667
7D2A8C48-B328-41BF-A1CF-35479765B7CA	BAD-0078	2023-01-28 08:50:18.9733333
D5837663-AF7B-4296-AE41-77179502E912	AED-0089	2023-01-28 16:26:19.0533333
6ABCF619-1F08-4910-8755-B27EDDFB884C	CBE-0048	2023-01-28 08:53:19.2100000
D94589B1-CF15-499D-BEDA-147CEC34F87F	EEB-0098	2023-01-30 12:22:18.2833333
6467447B-22FB-47CC-B872-26ABCE4311C5	DBA-0090	2023-01-30 17:52:18.3000000
73B8D766-DF4D-46EE-A193-28207B830587	CCB-0066	2023-01-30 15:53:18.3233333
A3BFCEDB-3199-47CC-93D6-35CC09CED17B	ABD-0041	2023-01-30 08:57:18.3333333
F6D6AD2E-7C29-4A83-9D85-64E076934CED	EED-0089	2023-01-30 10:28:18.4466667
8592D9FB-FD3E-42A5-9862-7905026D9897	CCE-0025	2023-01-30 10:59:18.4866667
F94BC24E-E8D5-4C82-90DA-88A9F8E89031	BEA-0040	2023-01-30 16:04:18.4966667
CD453D62-5D76-477C-8FFC-9BC6BAFABD67	DAD-0087	2023-01-30 11:30:18.5733333
8FB64664-0D1D-44BA-8B11-C1D958A8BB58	ABD-0029	2023-01-30 13:46:18.6666667
BA4755F3-33F9-4202-BD8F-C5195266D110	EDE-0055	2023-01-30 16:45:18.6766667
7A7F6ADC-5641-4798-8037-C5CF03ED0055	EEC-0056	2023-01-30 18:10:18.6866667
C08289F6-1EA3-4398-B311-C68B79C6D275	EBB-0099	2023-01-30 11:21:18.6933333
56858DF4-8FC0-42D8-AA12-CD6C59109A2D	DCE-0081	2023-01-30 16:00:18.7233333
2B9B4667-950D-4283-9D96-DA0699A4A415	BDA-0028	2023-01-30 12:00:18.7366667
B53BF7F9-CF90-41CF-ABD1-1FC3330D9C97	BBE-0068	2023-02-01 18:03:19.9700000
B11E0ED3-2FA2-4668-9202-2416AC9B3766	BAA-0012	2023-02-01 17:36:20.0366667
7D5CACDB-D6DE-449A-9296-2F3FC9E3EC09	CAB-0014	2023-02-01 14:16:20.1233333
05FD469A-E2C8-4241-A143-381C8B205EDA	ACD-0076	2023-02-01 14:55:20.1500000
34BFF008-514A-48D7-BA41-3B249B8DE6F1	BAC-0090	2023-02-01 17:10:20.1666667
0F303B47-39B0-496F-A4DF-5D28DC6140AE	EEA-0019	2023-02-01 15:49:20.2233333
6099EC16-2A90-4A25-B3DF-6BD04593846E	BCD-0088	2023-02-01 10:10:20.2400000
D1F0D860-37FF-4796-98DE-AC70FE2F812D	ACA-0033	2023-02-01 15:13:20.2733333
53BEE196-C37F-42B8-B94D-AD9FD4E42302	CDE-0008	2023-02-01 16:25:20.2800000
E42A85D6-91B0-4DAC-8170-BB852446F3AE	DCC-0044	2023-02-01 16:16:20.3000000
1EAA2227-531E-4E02-82B6-EB19E2107FF2	ECD-0085	2023-02-01 15:25:20.3600000
0B2F4614-9A9D-4B1A-BA9A-3A9E8FB52030	AAC-0070	2023-02-04 17:57:19.0366667
9072AEB3-CD62-4314-93E6-428553C0CD72	EBE-0069	2023-02-04 13:11:19.0666667
2D0FABC0-5D17-4BCD-9943-4A42D7B4F6DE	AED-0056	2023-02-04 18:12:19.0833333
0C38BD25-1F8C-4324-BD63-4A42DCF4E0E1	EED-0094	2023-02-04 09:57:19.1133333
F6DB92B2-65D7-42E6-A984-4C7E422238F1	AAC-0083	2023-02-04 15:01:19.1200000
26285573-63D3-4E34-8663-4C97A8FCC4F3	BEC-0068	2023-02-04 11:42:19.1300000
3A328D5E-37C5-4462-B0E8-51F565B9C6E9	BDA-0088	2023-02-04 13:17:19.1400000
D1BF4A2E-F325-47F2-B3EB-593004B8ABAF	CDE-0083	2023-02-04 09:41:19.1466667
F85C392B-4B4E-4BB8-B4C5-5994D25E01C6	AAC-0037	2023-02-04 16:50:19.1533333
36541B9F-B99E-4595-90A1-6220E86A9C3F	DEB-0006	2023-02-04 16:49:19.1633333
65664D25-F131-4E1A-8860-6F1BF517D802	BDE-0096	2023-02-04 15:23:19.1933333
27FC3581-A4E2-4136-A4EB-723ABBAC637E	BCE-0045	2023-02-04 09:29:19.2066667
F3CF9EDB-606C-4C7F-901B-724F4DFC9A4C	ECA-0019	2023-02-04 16:40:19.2166667
A82CD3CE-04F1-46A7-B869-7817D76D443F	CEC-0071	2023-02-04 18:04:19.2266667
0E5225BE-8BEB-476A-930C-8E3D00B208FD	DDD-0006	2023-02-04 13:15:19.2833333
61B4C25D-E93D-489C-B81A-9050C7F30373	ACE-0090	2023-02-04 14:35:19.2900000
F99DE3C0-BCD2-4C3C-BD70-A07EF4654840	ECE-0027	2023-02-04 10:43:19.3466667
4856B546-2AAF-41B7-82A0-AF2A2D0CE146	BCB-0092	2023-02-04 11:34:19.3933333
FD01C13D-845E-4616-B870-AF39139CC945	CAB-0087	2023-02-04 16:08:19.4000000
C766249F-9800-4545-8764-B3D4F1843DDC	BAC-0055	2023-02-04 12:04:19.4266667
BA066EE2-29E0-4251-94F8-BEC9E978AD30	CCB-0057	2023-02-04 18:08:19.4600000
C9E7E188-E932-4E4E-A3C8-C905EC28B76C	CEA-0049	2023-02-04 16:52:19.5066667
7487FADF-8025-4947-88ED-D0BAA1DD617D	BBD-0097	2023-02-04 14:53:19.5166667
7829C28D-CE10-45A7-B3B1-D66C3E7D4407	CBE-0062	2023-02-04 11:47:19.5300000
99C5659C-976D-4127-993A-5A52E801B7BA	EDD-0050	2023-02-06 13:19:19.8800000
AF76954D-477F-4166-9959-5F29F04A7B6D	BDC-0039	2023-02-06 08:40:19.9000000
ABC2A32E-F897-47BA-B4C6-6E83A518D04B	DCB-0096	2023-02-06 13:18:19.9133333
A304471A-447C-4867-AB5B-76CCCF1796FB	CEE-0026	2023-02-06 14:18:19.9266667
479D7B74-9008-4FE0-8944-92E3C6AF8AAB	BAD-0058	2023-02-06 10:31:20.0200000
DAAEB025-D4F9-43A7-8B9A-9DD163EC726A	BCA-0081	2023-02-06 12:05:20.0300000
BAEBA394-5168-4B45-8BE9-C3D5BF4693C9	BEC-0050	2023-02-06 16:24:20.1466667
20E45433-4843-4C7A-B34A-18766E495076	ACE-0084	2023-02-07 13:38:19.3400000
F9735841-6CE0-40E9-A4A0-1D6E92092AC0	ECE-0017	2023-02-07 18:29:19.3466667
7EAF64D3-4914-4CF6-8690-27EDAB8388AE	ACA-0083	2023-02-07 15:09:19.3666667
D9E26AE3-47D5-4F7F-AC24-35EF14418484	DDA-0089	2023-02-07 17:24:19.3833333
55377F0D-4C2F-479F-8C50-60F6B0259347	ECB-0011	2023-02-07 10:18:19.4733333
0A9E7722-0719-41A4-95FE-AE8EC023501E	BCD-0094	2023-02-07 14:08:19.6666667
DEF412E9-1B86-45A6-9BF8-B1F0A46CB92E	DEA-0045	2023-02-07 13:01:19.6966667
11C2FD24-46DB-4AC0-B26A-EAF9F5B5C6D4	DAC-0088	2023-02-07 15:45:19.8233333
82ACE39D-D0A9-4757-9E5D-0F23EA923F16	BCC-0080	2023-02-10 10:06:19.9600000
A275A807-7754-4996-AC13-0F392DE4E43A	BAE-0064	2023-02-10 14:43:19.9700000
1B24BD3F-04C1-4E04-97DE-20A061C15F37	EBE-0080	2023-02-10 13:45:19.9766667
825225AE-5435-451D-9DA7-252605B4791E	DCB-0077	2023-02-10 17:02:19.9866667
53BAA62E-BA56-4263-85BC-386CF800B6DD	EDB-0020	2023-02-10 17:48:20.0000000
806C8E7A-659B-4747-AA24-3C77D701B7B7	EDD-0026	2023-02-10 15:38:20.0066667
692B8C02-96A6-4EF9-83E3-3C81702C2C84	CED-0021	2023-02-10 16:04:20.0166667
DF939F46-E226-41BE-8470-3F20C41A4308	ABD-0070	2023-02-10 10:18:20.0233333
ECA587A2-5A8E-4295-8BC8-3FFEE947DE39	EAC-0079	2023-02-10 15:02:20.0333333
36897D0D-954C-4A61-89CF-4DBF39F96F16	CDE-0042	2023-02-10 17:09:20.0433333
3A253ED7-9340-4846-B0C7-517E1470FD37	EDC-0059	2023-02-10 18:35:20.0666667
769F2F71-3BB0-4E99-BACA-533B7BFC967B	BAD-0041	2023-02-10 13:31:20.0766667
986C8DBE-F58A-4597-9C9D-5517BDEC8AA7	BBD-0081	2023-02-10 11:14:20.1066667
54003830-655A-47A3-9E34-56C241BD0A8E	CBC-0097	2023-02-10 09:30:20.1200000
DA8B9B2F-9041-4C41-ACB2-6682F4B46BB4	ADE-0023	2023-02-10 15:04:20.1800000
3357BF3D-BD40-42AC-9230-6CB5C8F511AB	ADD-0044	2023-02-10 16:39:20.1933333
3131D00F-D15D-4289-9962-6FC5A7FD2C7D	BBD-0025	2023-02-10 13:09:20.2333333
BAB10785-A920-4502-9F2D-77820B3E2DE1	EAB-0074	2023-02-10 16:59:20.2533333
3AC446C3-ECF8-4C47-8C2E-8869D03E28EB	CBA-0028	2023-02-10 08:40:20.2700000
A29EB062-67F7-4783-B028-8EBC2674D073	CCC-0085	2023-02-10 16:47:20.2933333
C76B5D7E-66D1-44A6-8CB8-9577B637AFE8	DAE-0005	2023-02-10 15:41:20.3066667
758C1B34-2C71-4F1E-9B79-97A1E6F471E4	CBA-0062	2023-02-10 15:03:20.3200000
C844AD82-70D0-4968-A8F0-99C53D7464CE	AAA-0072	2023-02-10 11:51:20.3300000
3132CA05-F4C0-4073-A00A-9D97E7A66F2C	EDC-0067	2023-02-10 12:35:20.3533333
7DE6F1A5-97D9-4EF9-83D1-B1EC0A3D6D37	DBB-0079	2023-02-10 12:17:20.3733333
6182CFBC-1B40-459B-838E-B75AB2F9A490	EEE-0012	2023-02-10 08:40:20.3833333
4D634292-52CB-4B9A-A92F-D38D7979E962	ADB-0049	2023-02-10 12:39:20.4033333
B6E8422D-B170-483F-B1A7-D9BCFA4232EC	BAB-0021	2023-02-10 13:40:20.4200000
C1924CE3-0C38-4338-A172-DC15BDAD371D	CDE-0034	2023-02-10 15:17:20.4333333
F68BD102-4A50-4758-889C-E4026C3937F3	DBA-0077	2023-02-10 18:26:20.4466667
E2FCCFED-9FCB-4DCD-9F40-E44CD940D16C	CEB-0050	2023-02-10 10:29:20.4633333
2B556DF9-CFAE-4EF8-8551-E72F6A11129F	EDA-0045	2023-02-10 10:46:20.4700000
3E8224D4-5250-48F9-B7E5-F45D2E08F67B	CED-0083	2023-02-10 12:01:20.4833333
B6F64A23-F09E-460A-A38A-27038D0E278E	EAC-0022	2023-02-14 18:38:19.1866667
1A2F175C-1C92-4164-B79A-418FD4CC7ADC	CCE-0089	2023-02-14 12:26:19.2800000
CBF0A24A-AFC7-47AD-89D7-45C8EBB2C04E	ECE-0054	2023-02-14 10:19:19.2900000
644EACB6-759E-4A35-B0C7-49DB89135AAA	EAA-0087	2023-02-14 10:58:19.2966667
C82A4DBD-E191-4073-BB46-4B6D3B24FD43	CEB-0055	2023-02-14 13:51:19.3133333
B60AC705-2F8A-496C-90EB-51AD0CACA210	DBB-0011	2023-02-14 10:51:19.3300000
B127622E-0AB7-450B-9C7E-5CF137387CC2	EEE-0059	2023-02-14 11:31:19.3466667
AA2CB83B-B4F2-44EC-93B5-8CAE98F42E3D	ADA-0096	2023-02-14 15:13:19.4700000
7211FE7D-540F-40A9-BDA2-9F2CC083DE5E	BAA-0085	2023-02-14 17:30:19.5333333
8042F6EB-E0DD-4E52-B048-D5A4AC481721	CED-0015	2023-02-14 11:50:19.7333333
32899DFE-C0FC-496F-9A24-E1F6A5B3E219	ACD-0028	2023-02-14 12:38:19.7433333
38DDA5CD-EDEA-44E6-8C35-EA1BF4BE57C3	ADE-0006	2023-02-14 13:52:19.7966667
B59A5E17-77CE-4F82-B14A-EEE0383E9CB7	CDA-0058	2023-02-14 10:18:19.8066667
03F65C33-27E2-4DEB-B59A-F864B6A1B965	DEA-0029	2023-02-14 09:56:19.8466667
08A3B63A-CD5E-497D-8DA2-08E52E65AB34	AEA-0097	2023-02-16 15:46:19.3666667
7072D2A7-1510-4468-8B50-111A89A8A227	BAC-0011	2023-02-16 17:05:19.3766667
99851407-5424-4BD1-B3B0-1CF71B83C504	AAD-0058	2023-02-16 11:30:19.3866667
C0D869ED-E79E-4A2B-91C5-1D29DA96C782	BEA-0025	2023-02-16 16:17:19.4000000
FCDEA8AB-7974-49D3-8A83-281B090DA3A2	BAD-0063	2023-02-16 12:02:19.4100000
A462AB45-9047-4DEA-88B0-2C226A54E57F	BBA-0028	2023-02-16 09:51:19.4233333
30FFC8F7-712D-4A2D-A601-33927016C0BD	AEE-0014	2023-02-16 09:44:19.4366667
DB1401F8-088D-43C5-B620-39BAE04AE674	ECC-0093	2023-02-16 18:32:19.4533333
220FD833-3BAF-46FC-81CE-39E2B69F3D2A	CEC-0092	2023-02-16 08:51:19.4600000
7700F748-EC48-4E24-A72B-47F429898406	BBB-0087	2023-02-16 17:23:19.4733333
6E234D32-6D22-4706-A276-491A5A34BC88	DAD-0085	2023-02-16 10:19:19.4866667
35950F8D-3A57-45EC-A6BE-4A522AAC4B33	DCC-0035	2023-02-16 14:17:19.4966667
FA3B8977-0F1F-4AD0-ACF3-51A43D9D38A6	AED-0049	2023-02-16 12:17:19.5800000
0776AB54-0937-4AE8-8C37-553E1BAE8870	BAD-0045	2023-02-16 15:11:19.5900000
EE51E612-7EDD-425E-BAC9-593996E6DF46	EDB-0010	2023-02-16 11:19:19.6033333
