TransactionID	trno	TrDate	Amt	RefNo	PaymentType	Party	BankName	CreatedBy	CreatedOn					
714	ABA7E961-9B5B-43FC-AC54-28687B7984E7	2022-12-25 17:55:17.5266667	6311.93	972AC060-69A3-44D0-8450-1805347686CA	ShipmentBalancePayment	CEA-0085	SBI	System Generated	2022-12-25 17:55:17.5266667					
715	9E4D0796-A6F8-4EDF-8838-4E5F1A93E461	2022-12-25 10:14:17.6366667	8112.99	C8EE028C-52F6-487F-80E0-38FADBABB011	ShipmentBalancePayment	EBD-0010	PNB	System Generated	2022-12-25 10:14:17.6366667					
716	844BC63D-5541-4389-A5A5-5B5A9E1FAC9E	2022-12-25 16:52:17.7400000	9780.32	570D62FA-C377-4EC3-B79E-F4EEA125A372	InvoiceAdvance	Damodara Trivedi	Cash	System Generated	2022-12-25 16:52:17.7400000					
717	8FD410BE-D444-4593-9B02-607D7A2B65BD	2022-12-26 09:02:17.6733333	7478.25	D1AD74F5-4C04-4CAE-AFB0-0A605E252020	ShipmentAdvance	EBB-0078	ICICI	System Generated	2022-12-26 09:02:17.6733333					
718	0AD7897B-ADA2-4D4C-8E39-6D31443F156F	2022-12-26 08:43:17.6933333	6038.24	3484DFB3-1320-41D6-AB54-1FE470288B3E	ShipmentAdvance	BCE-0077	PNB	System Generated	2022-12-26 08:43:17.6933333					
719	25E87F39-B00F-4997-A13B-0FEAAFAA193C	2022-12-26 10:29:17.7133333	12713.91	4EDC9926-CFD2-49DC-A316-265B183B0AA9	ShipmentAdvance	CBC-0022	UPI	System Generated	2022-12-26 10:29:17.7133333					
720	B356D5F4-7674-41E4-A44D-6042FD92B8F5	2022-12-26 13:18:17.7466667	4184.78	25E7B051-F649-477B-BA60-39E2E5DA9A77	ShipmentBalancePayment	CEA-0074	Paytm	System Generated	2022-12-26 13:18:17.7466667					
721	1ABD2464-F0CE-4EE8-A101-FD690A59ECC5	2022-12-26 14:52:17.7733333	3608.47	E078D13C-F70C-4511-B83D-2FA4F813BB40	ShipmentBalancePayment	ABA-0084	HDFC	System Generated	2022-12-26 14:52:17.7733333					
722	4764932E-DD7E-46BA-839E-0B9503BF20A8	2022-12-26 17:00:17.7966667	7865.16	487F00C9-251E-4407-A866-377C85E7B3A6	ShipmentBalancePayment	ADE-0055	Paytm	System Generated	2022-12-26 17:00:17.7966667					
723	FE332B5A-5C63-48DA-9EA7-320E11B40631	2022-12-26 10:41:17.8200000	8668.18	D6A6A46B-2EC6-499B-B448-22EFDD8E0E19	ShipmentBalancePayment	AEC-0017	Paytm	System Generated	2022-12-26 10:41:17.8200000					
724	60F18E39-C5CC-4791-BDCD-6247AA7374E7	2022-12-26 15:49:17.8400000	11423.86	676C40AD-441E-4D9C-AAF5-85E2F1DAEE3C	InvoiceAdvance	Miriam House	Cash	System Generated	2022-12-26 15:49:17.8400000					
725	0BF9261D-48E1-4348-AE29-745305B227BF	2022-12-26 15:02:17.9433333	11751.39	05791AD1-62D7-464F-B550-A1E7AA8571BE	InvoiceAdvance	"Tailspin Toys (Statenville, GA)"	Axis	System Generated	2022-12-26 15:02:17.9433333					
726	FBC11450-4B53-4C8F-8A46-6DCADC91F1E8	2022-12-26 11:40:18.1166667	5826.48	0CCABF34-8B93-4A66-8077-EFE7EDADE2B4	InvoiceBalancePayment	Isidora Urias	PNB	System Generated	2022-12-26 11:40:18.1166667					
727	15296626-7825-46A0-BCA9-951258FE649E	2022-12-27 15:18:17.1600000	9455.24	73E2DABA-5BB2-462C-B920-22C17D29F6DE	ShipmentAdvance	AAD-0018	Axis	System Generated	2022-12-27 15:18:17.1600000					
728	405F13AC-F7A1-414A-969E-A425D50A621C	2022-12-27 15:48:17.1800000	18343.31	DB8621F8-4B85-42DF-AF9A-32C7289F175F	ShipmentAdvance	DBB-0093	Paytm	System Generated	2022-12-27 15:48:17.1800000					
729	A93AE96D-345F-4805-9E24-8FB5C6FD0281	2022-12-27 18:31:17.2033333	10319.38	F9C37E60-A4EA-4930-A014-359A2A90379E	ShipmentAdvance	DAA-0029	Axis	System Generated	2022-12-27 18:31:17.2033333					
730	386620B6-E18C-4C32-B1B0-623A5F819F78	2022-12-27 11:12:17.3200000	7925.61	486E2459-8305-4A02-8CDB-3B63111BD9B9	ShipmentAdvance	DCE-0090	PNB	System Generated	2022-12-27 11:12:17.3200000					
731	73E86561-FE82-4610-85DD-EEADD856DE04	2022-12-27 11:34:17.4200000	4197.79	BEA88866-EDA4-48AC-8F47-345BD370F905	ShipmentBalancePayment	CBD-0050	IDFC	System Generated	2022-12-27 11:34:17.4200000					
732	F6DB8A05-323B-4ADA-800F-241E0ED17895	2022-12-27 14:25:17.4400000	7925.62	486E2459-8305-4A02-8CDB-3B63111BD9B9	ShipmentBalancePayment	DCE-0090	SBI	System Generated	2022-12-27 14:25:17.4400000					
733	8FF0BDE5-644C-4665-9EE2-2AB7837039A9	2022-12-27 11:36:17.5300000	9709.57	7EA572DE-7921-48AC-B0E1-30FDC57D7248	ShipmentBalancePayment	EDE-0029	ICICI	System Generated	2022-12-27 11:36:17.5300000					
734	B15616E2-B2CA-40DA-9D72-613AE15DE934	2022-12-27 13:40:17.5500000	8440.87	B1F1D6CA-5832-496E-A297-234697CE0BE0	ShipmentBalancePayment	EAD-0042	PNB	System Generated	2022-12-27 13:40:17.5500000					
735	C62816EE-F8CE-4382-B8B9-3474A5440789	2022-12-27 18:15:17.5733333	10659.69	21D35198-64E7-4E03-8B66-A04417825E8A	InvoiceAdvance	"Tailspin Toys (Lemeta, AK)"	Cash	System Generated	2022-12-27 18:15:17.5733333					
736	EE662C12-3961-419F-BD71-F37051E5FCA6	2022-12-27 13:01:17.5900000	9837.99	4A666D48-3C75-4C7B-8E77-DDE8BCF26178	InvoiceAdvance	Sara Huiting	PNB	System Generated	2022-12-27 13:01:17.5900000					
737	E9F85209-EF28-4BD1-BE9D-18C163D4F7CE	2022-12-27 18:26:17.6100000	11671.85	943315D1-DE67-4301-AF0A-6F9C096387E9	InvoiceAdvance	David Novacek 	PNB	System Generated	2022-12-27 18:26:17.6100000					
738	8ED07B9B-BC99-4649-91E8-CA27EA381EF0	2022-12-27 15:56:17.6500000	7892.04	32B5A82B-DA8A-4C82-8437-47B4FC48DA6E	InvoiceBalancePayment	"Wingtip Toys (Herlong, CA)"	Cash	System Generated	2022-12-27 15:56:17.6500000					
739	CA325880-76AF-41BE-92B7-A94624B3F976	2022-12-27 09:46:17.6933333	12375.84	676C40AD-441E-4D9C-AAF5-85E2F1DAEE3C	InvoiceBalancePayment	Miriam House	ICICI	System Generated	2022-12-27 09:46:17.6933333					
740	D1B895CB-1D4A-4F1C-8C27-F572072FBAF1	2022-12-27 13:10:17.7166667	6053.74	05791AD1-62D7-464F-B550-A1E7AA8571BE	InvoiceBalancePayment	"Tailspin Toys (Statenville, GA)"	ICICI	System Generated	2022-12-27 13:10:17.7166667					
741	13C63C9F-BA16-4DE1-BB1E-E36DE732067C	2022-12-27 15:57:17.7366667	9837.99	4A666D48-3C75-4C7B-8E77-DDE8BCF26178	InvoiceBalancePayment	Sara Huiting	IDFC	System Generated	2022-12-27 15:57:17.7366667					
742	E7794980-EE9C-48E9-8575-1BFEF49989FB	2022-12-28 13:39:16.8066667	8593.32	86F72939-EA6B-48AE-951E-043FD51BF1F5	ShipmentAdvance	ACD-0076	HDFC	System Generated	2022-12-28 13:39:16.8066667					
743	FFA9FC50-64B7-4AF4-A010-1EEE3BD90803	2022-12-28 10:41:16.8566667	7474.55	66800F32-BE42-44DB-A98C-015F64BEE011	ShipmentBalancePayment	DDB-0032	Cash	System Generated	2022-12-28 10:41:16.8566667					
744	82FC48C8-E459-4F4F-B66B-5197A0402B30	2022-12-28 17:26:16.8800000	2583.69	4430960A-AF67-4E7B-B1F1-2CF9857CF650	ShipmentBalancePayment	CBC-0065	HDFC	System Generated	2022-12-28 17:26:16.8800000					
745	7C9ECA89-7240-4D43-B0F3-9E4B359D83BF	2022-12-28 12:19:16.9233333	13104.26	D197D184-10F3-4C88-A659-A7885264DB1F	InvoiceAdvance	Emma Van Zant	UPI	System Generated	2022-12-28 12:19:16.9233333					
746	76761D62-9D5E-488A-A5E1-5CD18FCC3CB5	2022-12-28 17:32:17.1100000	11671.85	943315D1-DE67-4301-AF0A-6F9C096387E9	InvoiceBalancePayment	David Novacek 	Cash	System Generated	2022-12-28 17:32:17.1100000					
747	68D7C4A4-0AB8-43D0-847A-D2A614D36E9E	2022-12-29 12:16:16.8133333	9340.58	04F62055-7146-49AF-B4A0-12AC2D414184	ShipmentAdvance	ABA-0058	PNB	System Generated	2022-12-29 12:16:16.8133333					
748	B0CF3856-55F8-4E81-9317-ECDCA6C52389	2022-12-29 09:42:17.1633333	7840.99	3A0DC8E5-4A92-4116-88C9-145AC7200A8D	ShipmentAdvance	AED-0039	PNB	System Generated	2022-12-29 09:42:17.1633333					
749	0D5BFAD6-9423-4279-B510-17E837CB66A6	2022-12-29 13:25:17.1900000	9531.53	9504E1EC-05EE-42C1-A44C-1656412F3AE0	ShipmentAdvance	BDB-0043	ICICI	System Generated	2022-12-29 13:25:17.1900000					
750	F6AC4FCB-CC8C-47C6-B15A-74209A968310	2022-12-29 10:35:17.2200000	14785.89	36DAD06C-B5E1-4A7B-9834-1CBA8B8EAAFA	ShipmentAdvance	ADD-0078	Axis	System Generated	2022-12-29 10:35:17.2200000					
751	5FA5CD94-6F41-40B6-A786-2C5F641034F6	2022-12-29 08:57:17.3333333	5061.72	19AC15F7-66A5-4E56-A643-1D3717ED7D7A	ShipmentBalancePayment	EEB-0065	IDFC	System Generated	2022-12-29 08:57:17.3333333					
752	65CB5B31-1646-4640-9028-F7DFEA92A37D	2022-12-29 14:32:17.3533333	8325.39	52693E89-035F-44B6-94EC-2D2FA66D72C8	ShipmentBalancePayment	CDB-0026	IDFC	System Generated	2022-12-29 14:32:17.3533333					
753	E1B8264D-03CE-4C6F-BCF2-B965C7EBE503	2022-12-29 12:32:17.4266667	9910.62	B5C4E84C-D6CC-47B2-8E7E-8022599E3ACB	InvoiceAdvance	"Tailspin Toys (Hiteman, IA)"	IDFC	System Generated	2022-12-29 12:32:17.4266667					
754	E6357FE4-AAE6-4FBC-957C-CF2952934989	2022-12-29 12:29:17.4566667	7693.77	27EE96B0-5870-4E59-A0E7-D3A2B6189F22	InvoiceAdvance	"Tailspin Toys (Hambleton, WV)"	Cash	System Generated	2022-12-29 12:29:17.4566667					
755	F184EBFE-6613-4886-BF7B-7B9C7ACECD89	2022-12-29 13:46:17.4966667	12841.42	66379E75-4B8F-4EF8-A708-C4013DB8BC93	InvoiceAdvance	"Wingtip Toys (Bourbonnais, IL)"	IDFC	System Generated	2022-12-29 13:46:17.4966667					
756	69BDDEEB-EB73-411F-ADFA-CDD305401C47	2022-12-29 12:11:17.5466667	8962.47	D35507D9-6F86-41D8-BD69-44C8BEAC24AD	InvoiceAdvance	Ashutosh Bandopadhyay	HDFC	System Generated	2022-12-29 12:11:17.5466667					
757	D7714663-CFAB-4108-84CF-2CE1A3D5D953	2022-12-29 12:27:17.6000000	8334.92	27EE96B0-5870-4E59-A0E7-D3A2B6189F22	InvoiceBalancePayment	"Tailspin Toys (Hambleton, WV)"	ICICI	System Generated	2022-12-29 12:27:17.6000000					
758	1B1983E1-612F-41BE-88C5-01FB1852B368	2022-12-30 09:45:17.9133333	6567.35	353DFCB3-B1E0-4533-9854-13C8B30B87F6	ShipmentAdvance	BAB-0062	SBI	System Generated	2022-12-30 09:45:17.9133333					
759	AFA502AF-5204-4300-88F4-D9533ABDC37A	2022-12-30 13:33:17.9366667	11041.26	C0A230A1-7E3B-436B-BF2E-275F7C266CF5	ShipmentAdvance	BBD-0056	Paytm	System Generated	2022-12-30 13:33:17.9366667					
760	5B3FFC9C-D2C6-4448-8B2A-F948ECF452E8	2022-12-30 15:26:17.9966667	9206.62	4EDC9926-CFD2-49DC-A316-265B183B0AA9	ShipmentBalancePayment	CBC-0022	Paytm	System Generated	2022-12-30 15:26:17.9966667					
761	192E416B-3373-44C3-BDE6-8892CEAE2D09	2022-12-30 10:18:18.0200000	6972.16	A7241B74-D26D-4317-AFC7-03BAEE709B9C	ShipmentBalancePayment	ABE-0091	Axis	System Generated	2022-12-30 10:18:18.0200000					
762	CFBF44B7-4E94-4BA7-8306-68FDD9A9795D	2022-12-30 13:12:18.0433333	7871.48	92A862D7-8F1F-4C7C-83CA-2DF2480744F6	ShipmentBalancePayment	BBC-0091	Axis	System Generated	2022-12-30 13:12:18.0433333					
763	F6B40FEB-054B-4D0D-9FD0-8AE1EE096229	2022-12-30 11:14:18.0666667	10990.83	21B8EE3D-93F2-4A23-A3F5-03E5C42DF5E8	ShipmentBalancePayment	DCE-0088	Paytm	System Generated	2022-12-30 11:14:18.0666667					
764	DDF451D3-09BE-48B6-8FAD-0EE13DB60815	2022-12-30 11:17:18.4000000	8466.86	C4EA708F-3E73-44D2-9E23-0B2F700146B9	InvoiceAdvance	"Wingtip Toys (Rose Tree, PA)"	SBI	System Generated	2022-12-30 11:17:18.4000000					
765	909EE6D4-AC50-4440-902E-80E4DDA0218E	2022-12-31 16:43:18.1300000	8180.39	151C754A-F6C0-43FC-AB81-041181775148	ShipmentAdvance	DCB-0028	Cash	System Generated	2022-12-31 16:43:18.1300000					
766	B8097172-2BE0-426D-A972-545D27B9DAE7	2022-12-31 14:54:18.2200000	10133.10	22D0365B-9891-4543-803D-212295690F55	ShipmentAdvance	CAD-0087	UPI	System Generated	2022-12-31 14:54:18.2200000					
767	792849EC-8AB7-42FC-B674-EE1471D6543E	2022-12-31 14:23:18.2366667	11029.15	52E79550-61AB-4A1E-8C59-28FB8A1EF0E1	ShipmentAdvance	CEB-0017	PNB	System Generated	2022-12-31 14:23:18.2366667					
768	B96BC4FF-2B38-4335-93B6-CFB0EDC26FA2	2022-12-31 12:47:18.2566667	11910.92	B7B5B182-2FD9-4B1F-AB02-3A0B363C6201	ShipmentAdvance	DCD-0085	Cash	System Generated	2022-12-31 12:47:18.2566667					
769	42DEA4BD-9C89-40C5-83C0-5806245ADC19	2022-12-31 13:38:18.2933333	4870.88	73E2DABA-5BB2-462C-B920-22C17D29F6DE	ShipmentBalancePayment	AAD-0018	PNB	System Generated	2022-12-31 13:38:18.2933333					
770	F87F784C-6FE2-4E4E-9104-E03A04A7C3FB	2022-12-31 18:24:18.3100000	9340.58	04F62055-7146-49AF-B4A0-12AC2D414184	ShipmentBalancePayment	ABA-0058	UPI	System Generated	2022-12-31 18:24:18.3100000					
771	D9A14015-6CF3-466C-ABE7-A419F1120524	2022-12-31 17:39:18.3433333	9307.05	41A06B74-EEF9-4BD9-899F-1FB0D7A5CB31	ShipmentBalancePayment	BBA-0002	Paytm	System Generated	2022-12-31 17:39:18.3433333					
772	D3565A6A-19DC-46B4-BF8C-C6A9E2ECE494	2022-12-31 15:38:18.3800000	5545.16	74E911E0-2151-481F-8AFA-592287C63BA4	InvoiceAdvance	"Tailspin Toys (El Centro, CA)"	SBI	System Generated	2022-12-31 15:38:18.3800000					
773	0186C92C-7242-43DB-A1F3-DF42C563B4F4	2022-12-31 15:02:18.4000000	9319.57	3CA51062-7297-43C1-89C5-46905F4FE9AA	InvoiceAdvance	"Wingtip Toys (Mooringsport, LA)"	Cash	System Generated	2022-12-31 15:02:18.4000000					
774	34F8706C-83CC-4FE4-B0E6-D0FC489E54A8	2022-12-31 15:18:18.4466667	10595.35	570D62FA-C377-4EC3-B79E-F4EEA125A372	InvoiceBalancePayment	Damodara Trivedi	Axis	System Generated	2022-12-31 15:18:18.4466667					
775	FF4AD8EE-2F54-4D29-9B73-F8E740FDE553	2022-12-31 17:56:18.4666667	9489.29	D197D184-10F3-4C88-A659-A7885264DB1F	InvoiceBalancePayment	Emma Van Zant	Axis	System Generated	2022-12-31 17:56:18.4666667					
776	32F7A890-A871-4404-8281-D7E57D7A071B	2023-01-01 17:56:17.1566667	12879.95	79505CCC-1108-43AB-BB82-03339CE8FA23	ShipmentAdvance	BCD-0006	ICICI	System Generated	2023-01-01 17:56:17.1566667					
777	A0BA9B0A-1D3F-4D93-A044-C88033DD630A	2023-01-01 09:38:17.1766667	9272.90	F8AA42BA-B4EA-4475-880A-0CC96F40791E	ShipmentAdvance	EBE-0067	IDFC	System Generated	2023-01-01 09:38:17.1766667					
778	163F1778-EB8E-4014-AE23-4121E93372FC	2023-01-01 11:19:17.2000000	6500.98	79BBB6BF-633A-4202-BE9C-163FE16FCBE1	ShipmentAdvance	AEE-0050	HDFC	System Generated	2023-01-01 11:19:17.2000000					
779	C0C7D4F0-1013-45E6-82BA-A4CF7FAE88D6	2023-01-01 13:50:17.2333333	6118.56	D1AD74F5-4C04-4CAE-AFB0-0A605E252020	ShipmentBalancePayment	EBB-0078	SBI	System Generated	2023-01-01 13:50:17.2333333					
780	FCB9FA63-E4D0-4C12-A3AC-DDE58EA3227D	2023-01-01 09:38:17.3266667	4585.83	DB8621F8-4B85-42DF-AF9A-32C7289F175F	ShipmentBalancePayment	DBB-0093	Paytm	System Generated	2023-01-01 09:38:17.3266667					
781	8598BC98-03DF-43D0-9424-0D28CA12744A	2023-01-01 13:54:17.3533333	6464.85	02CFDED4-38E9-48DD-A664-18DC27A3CD25	InvoiceAdvance	Christian Couet	HDFC	System Generated	2023-01-01 13:54:17.3533333					
782	29BBC8B5-A420-4B41-BD45-7721E61CB187	2023-01-01 17:41:17.3800000	8633.27	CF2AC380-8F77-4FCA-8ADF-8F3168FE9629	InvoiceAdvance	Abel Tatarescu	HDFC	System Generated	2023-01-01 17:41:17.3800000					
783	4B7439B8-BF95-43BD-AA62-AA6F471FF139	2023-01-01 18:05:17.6533333	3303.54	B5C4E84C-D6CC-47B2-8E7E-8022599E3ACB	InvoiceBalancePayment	"Tailspin Toys (Hiteman, IA)"	ICICI	System Generated	2023-01-01 18:05:17.6533333					
784	709E7C64-8EF5-45BF-BB96-F5C5973AAA80	2023-01-01 14:04:17.6800000	4280.47	66379E75-4B8F-4EF8-A708-C4013DB8BC93	InvoiceBalancePayment	"Wingtip Toys (Bourbonnais, IL)"	IDFC	System Generated	2023-01-01 14:04:17.6800000					
785	36B9CCB1-1ED0-4291-8FBA-9C4294987CBF	2023-01-01 16:53:17.7033333	8273.04	D35507D9-6F86-41D8-BD69-44C8BEAC24AD	InvoiceBalancePayment	Ashutosh Bandopadhyay	ICICI	System Generated	2023-01-01 16:53:17.7033333					
786	EFB01972-0EC6-4397-A38B-B221BCC0BE88	2023-01-01 17:12:17.7466667	10348.39	C4EA708F-3E73-44D2-9E23-0B2F700146B9	InvoiceBalancePayment	"Wingtip Toys (Rose Tree, PA)"	HDFC	System Generated	2023-01-01 17:12:17.7466667					
787	445CAC2D-65D7-448E-B4B0-7C89A97B8900	2023-01-02 18:04:18.5800000	2760.32	C0A230A1-7E3B-436B-BF2E-275F7C266CF5	ShipmentBalancePayment	BBD-0056	IDFC	System Generated	2023-01-02 18:04:18.5800000					
788	3A913961-8603-444A-AE76-DD481B8B2AF6	2023-01-02 11:59:18.7200000	8727.13	A17EC95F-B9B2-433C-8D80-2956B9FE997D	ShipmentBalancePayment	DBE-0081	ICICI	System Generated	2023-01-02 11:59:18.7200000					
789	22E01B81-411D-4334-A24F-416E2A1A9318	2023-01-02 17:10:18.7433333	2205.40	CD271973-8875-4677-9BEE-03FC421608B9	ShipmentBalancePayment	ACE-0022	SBI	System Generated	2023-01-02 17:10:18.7433333					
790	57652AE3-3A0F-476B-89C9-7C150CEB26FC	2023-01-02 15:55:19.0400000	4652.05	E4985E10-A513-45D4-A686-1C375F57BD62	ShipmentBalancePayment	ADD-0063	PNB	System Generated	2023-01-02 15:55:19.0400000					
791	76F26EA2-7928-41C3-9087-3C3C264321D3	2023-01-02 09:55:19.1600000	10096.21	3CA51062-7297-43C1-89C5-46905F4FE9AA	InvoiceBalancePayment	"Wingtip Toys (Mooringsport, LA)"	PNB	System Generated	2023-01-02 09:55:19.1600000					
792	AF763ECE-228C-4960-9D46-76DAD92CEDBC	2023-01-02 13:09:19.1933333	5967.56	02CFDED4-38E9-48DD-A664-18DC27A3CD25	InvoiceBalancePayment	Christian Couet	Axis	System Generated	2023-01-02 13:09:19.1933333					
793	DEB5D215-F781-4A6C-8D00-5452E9E8FCCD	2023-01-02 10:41:19.2533333	7969.18	CF2AC380-8F77-4FCA-8ADF-8F3168FE9629	InvoiceBalancePayment	Abel Tatarescu	Cash	System Generated	2023-01-02 10:41:19.2533333					
794	BA4697C3-3A1F-4C0C-91DF-ED35A22B292D	2023-01-03 16:01:16.9000000	12344.30	D79E70FF-E321-4682-9396-170A4ADAB1E2	ShipmentAdvance	EBB-0012	ICICI	System Generated	2023-01-03 16:01:16.9000000					
795	47C98D0D-2627-4459-A2BC-FA9D89B60080	2023-01-03 09:58:17.0733333	7665.00	0D176049-3A77-466E-8B7E-3C767008045C	ShipmentAdvance	EAE-0083	Cash	System Generated	2023-01-03 09:58:17.0733333					
796	B72FC7D3-4027-4BC3-8A6A-08D9CED2885D	2023-01-03 13:46:17.1000000	7798.52	9504E1EC-05EE-42C1-A44C-1656412F3AE0	ShipmentBalancePayment	BDB-0043	HDFC	System Generated	2023-01-03 13:46:17.1000000					
797	4E8B767B-A547-4F50-8A46-189E9ADC8F21	2023-01-03 14:56:17.1200000	9010.62	3D9DD158-15E5-4A08-BAD1-B60E681B6E9E	InvoiceAdvance	"Tailspin Toys (Hardeeville, SC)"	PNB	System Generated	2023-01-03 14:56:17.1200000					
798	B1823150-0B74-47F1-8983-BDD73C537796	2023-01-03 11:15:17.1433333	15722.12	BCD7193B-C54C-4B62-8F45-A79503098069	InvoiceAdvance	Emilie Hrdlickova	Axis	System Generated	2023-01-03 11:15:17.1433333					
799	84721766-4687-421F-B73B-15316CD77F32	2023-01-03 13:27:17.1633333	13622.05	F12C27E3-45CD-402C-B236-EA6751FC48B6	InvoiceAdvance	David Novacek 	ICICI	System Generated	2023-01-03 13:27:17.1633333					
800	2BE97ACC-8A50-48D5-91C2-7AFC5CEBB033	2023-01-03 18:04:17.2600000	8099.28	BCD7193B-C54C-4B62-8F45-A79503098069	InvoiceBalancePayment	Emilie Hrdlickova	Axis	System Generated	2023-01-03 18:04:17.2600000					
801	5A0FBA77-C4F1-4A97-BC62-27DFBF25C5A4	2023-01-03 09:37:17.3200000	11145.32	F12C27E3-45CD-402C-B236-EA6751FC48B6	InvoiceBalancePayment	David Novacek 	UPI	System Generated	2023-01-03 09:37:17.3200000					
802	15952CF9-221C-4D79-8F8F-486DFFB7F81D	2023-01-04 08:53:18.5466667	11658.24	9E9D3186-0215-4824-9908-1165271F1924	ShipmentAdvance	ECA-0019	PNB	System Generated	2023-01-04 08:53:18.5466667					
803	E89F9062-20D3-4284-971E-1756CD67DFD7	2023-01-04 14:06:18.6166667	13631.21	C58F2D9F-5138-471E-8FA8-375D3239D770	ShipmentAdvance	DDC-0079	IDFC	System Generated	2023-01-04 14:06:18.6166667					
804	CC22A502-480A-4D05-A62A-28411D2AEDF7	2023-01-04 15:38:18.6400000	16021.05	5700C767-8F74-46EC-8ADF-3CBFB39AC8C5	ShipmentAdvance	CEC-0072	Paytm	System Generated	2023-01-04 15:38:18.6400000					
805	972647D8-B874-4141-A5D7-0C91B0C991AF	2023-01-04 15:08:18.6633333	10538.33	2AEC55F5-EC07-4178-957F-3CEB2DDFC7BC	ShipmentAdvance	ECE-0012	PNB	System Generated	2023-01-04 15:08:18.6633333					
806	EB7B9A42-F60E-4907-A4AA-E3144B2D7F3E	2023-01-04 12:26:18.7433333	8107.62	6E140785-60B8-43F4-8FF8-13EF3543C2CD	InvoiceAdvance	Arijit Bhuiyan	SBI	System Generated	2023-01-04 12:26:18.7433333					
807	EEBBE2C4-79A4-4537-8F46-9A65576AAA5E	2023-01-04 13:50:18.8633333	7968.62	8ECBCFE0-128A-4F26-856A-952104F90172	InvoiceAdvance	"Tailspin Toys (Fishtail, MT)"	SBI	System Generated	2023-01-04 13:50:18.8633333					
808	C8218E08-6B25-4287-A316-9596851A16E8	2023-01-04 12:08:18.8900000	5741.82	5CA501BA-B0C2-46AA-8204-9988D571E765	InvoiceAdvance	Ioana Florea	Cash	System Generated	2023-01-04 12:08:18.8900000					
809	AEAA3530-E99C-4921-AFF6-78DEEC6AA4D2	2023-01-05 13:01:18.9100000	5316.05	F9C37E60-A4EA-4930-A014-359A2A90379E	ShipmentBalancePayment	DAA-0029	Cash	System Generated	2023-01-05 13:01:18.9100000					
810	E4E2D8F3-7000-4B6C-82E4-5B153856B2C9	2023-01-05 12:42:19.4500000	8026.76	353DFCB3-B1E0-4533-9854-13C8B30B87F6	ShipmentBalancePayment	BAB-0062	PNB	System Generated	2023-01-05 12:42:19.4500000					
811	F270D161-34AA-43DE-8E6D-86D4EB14B0FF	2023-01-05 10:14:19.4766667	19450.98	D2F2C5FA-53AD-435D-B7AD-F54DBEFB6D94	InvoiceAdvance	"Tailspin Toys (Mineral Hills, MI)"	Paytm	System Generated	2023-01-05 10:14:19.4766667					
812	0FA064AC-FD65-490C-B3A8-41D2C3D5F763	2023-01-05 14:14:19.5100000	6850.05	2306D432-3D75-47C5-A14E-D15794F919AC	InvoiceAdvance	"Tailspin Toys (East Fultonham, OH)"	Cash	System Generated	2023-01-05 14:14:19.5100000					
813	94F50FD6-2B7A-485C-BA49-D177ECBAB027	2023-01-05 12:25:19.8233333	16020.89	BE251821-1931-4E8E-859A-7FDDB13A6BA7	InvoiceAdvance	Som Mukherjee	Axis	System Generated	2023-01-05 12:25:19.8233333					
814	2336EE80-EC64-4B1D-ACB0-26168FA05410	2023-01-05 12:41:19.8500000	10236.10	6F109439-FAA3-4BDA-807F-9E843F493324	InvoiceAdvance	"Wingtip Toys (Beals, ME)"	IDFC	System Generated	2023-01-05 12:41:19.8500000					
815	3E3FB2C9-85AB-4BF3-B3C4-70A15E78E570	2023-01-05 10:49:20.1600000	6777.42	74E911E0-2151-481F-8AFA-592287C63BA4	InvoiceBalancePayment	"Tailspin Toys (El Centro, CA)"	Paytm	System Generated	2023-01-05 10:49:20.1600000					
816	DD085A65-7146-4490-B766-A8524205AAE2	2023-01-05 13:07:20.2133333	9010.62	3D9DD158-15E5-4A08-BAD1-B60E681B6E9E	InvoiceBalancePayment	"Tailspin Toys (Hardeeville, SC)"	HDFC	System Generated	2023-01-05 13:07:20.2133333					
817	3E5F4CDD-9B1A-4B45-8617-14F1E579513D	2023-01-05 14:02:20.2533333	9909.32	6E140785-60B8-43F4-8FF8-13EF3543C2CD	InvoiceBalancePayment	Arijit Bhuiyan	SBI	System Generated	2023-01-05 14:02:20.2533333					
818	590E2CF0-E68A-4A93-B76B-3C76616E5729	2023-01-05 11:40:20.2966667	9739.43	8ECBCFE0-128A-4F26-856A-952104F90172	InvoiceBalancePayment	"Tailspin Toys (Fishtail, MT)"	Paytm	System Generated	2023-01-05 11:40:20.2966667					
819	1D77F98A-EEE9-4D50-B933-6378B172A6A2	2023-01-06 12:31:17.4233333	12226.68	099E8CC2-B443-488F-8C3D-089FFF755D5E	ShipmentAdvance	DDB-0027	UPI	System Generated	2023-01-06 12:31:17.4233333					
820	A6636DBF-D66E-4022-9499-48D595022D92	2023-01-06 10:13:17.4466667	11332.80	767623D6-869B-41BA-BF14-1DEFA16EC0D6	ShipmentAdvance	AEA-0066	ICICI	System Generated	2023-01-06 10:13:17.4466667					
821	FC1F528F-CC9B-4871-8892-CE4C07177232	2023-01-06 10:07:17.4633333	5590.03	87101532-EF17-44AF-83C7-21DCA0CD01D1	ShipmentAdvance	EBD-0097	Cash	System Generated	2023-01-06 10:07:17.4633333					
