TrNo	TrDate	Amt	Type	Cheque	RefNo	PaymentType	Party	BankName	detail	CreatedBy	CreatedOn
EE5DD46C-E521-4732-BD8E-CF93F04F3F42	2022-10-29 17:12:15.9233333	-8453.18	Cr	NULL	80433E6F-72B9-4E4D-B35C-042BF7E1B164	ShipmentAdvance	EBC-0044	UPI	UPI -  - -8453.18	System Generated	2022-10-29 17:12:15.9233333
EE5DD46C-E521-4732-BD8E-CF93F04F3F42	2022-10-29 17:12:15.9233333	8453.18	Dr	NULL	80433E6F-72B9-4E4D-B35C-042BF7E1B164	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 8453.18	System Generated	2022-10-29 17:12:15.9233333
C54881CE-CA2A-4FC1-A4F4-81F94ECC8ED2	2022-10-29 12:24:15.9666667	-7980.27	Cr	CE2FDAC4-D327-4348-A030-F487EF7DAE33	81052F8A-F317-4184-91C7-0A1625D2052F	ShipmentAdvance	EEB-0033	HDFC	HDFC - CE2FDAC4-D327-4348-A030-F487EF7DAE33 - -7980.27	System Generated	2022-10-29 12:24:15.9666667
C54881CE-CA2A-4FC1-A4F4-81F94ECC8ED2	2022-10-29 12:24:15.9666667	7980.27	Dr	CE2FDAC4-D327-4348-A030-F487EF7DAE33	81052F8A-F317-4184-91C7-0A1625D2052F	ShipmentAdvance	Learning Ltd.	HDFC	HDFC - CE2FDAC4-D327-4348-A030-F487EF7DAE33 - 7980.27	System Generated	2022-10-29 12:24:15.9666667
E1D1DC21-42BF-4542-A10A-E4E8FBF0429A	2022-10-29 15:18:16.0300000	-10722.24	Cr	AA54703F-547B-49B3-B35D-645B38FAC30F	DE658572-A621-40D3-A7B0-10A1A7190D37	ShipmentAdvance	ACB-0037	SBI	SBI - AA54703F-547B-49B3-B35D-645B38FAC30F - -10722.24	System Generated	2022-10-29 15:18:16.0300000
E1D1DC21-42BF-4542-A10A-E4E8FBF0429A	2022-10-29 15:18:16.0300000	10722.24	Dr	AA54703F-547B-49B3-B35D-645B38FAC30F	DE658572-A621-40D3-A7B0-10A1A7190D37	ShipmentAdvance	Learning Ltd.	SBI	SBI - AA54703F-547B-49B3-B35D-645B38FAC30F - 10722.24	System Generated	2022-10-29 15:18:16.0300000
4BBE1C64-FDCC-4F49-961D-C2DBB5714553	2022-10-29 10:05:16.0433333	-7454.17	Cr	NULL	6A05950B-70FF-4421-A413-1610BB8C40E4	ShipmentAdvance	AAC-0017	UPI	UPI -  - -7454.17	System Generated	2022-10-29 10:05:16.0433333
4BBE1C64-FDCC-4F49-961D-C2DBB5714553	2022-10-29 10:05:16.0433333	7454.17	Dr	NULL	6A05950B-70FF-4421-A413-1610BB8C40E4	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 7454.17	System Generated	2022-10-29 10:05:16.0433333
4CA891A6-4EDE-4DB5-A656-51F008454339	2022-10-29 15:22:16.0633333	-9386.61	Cr	NULL	AF5FBDD4-DB7B-44C2-B5A0-1DD4A767A150	ShipmentBalancePayment	DEB-0080	Cash	Cash -  - -9386.61	System Generated	2022-10-29 15:22:16.0633333
4CA891A6-4EDE-4DB5-A656-51F008454339	2022-10-29 15:22:16.0633333	9386.61	Dr	NULL	AF5FBDD4-DB7B-44C2-B5A0-1DD4A767A150	ShipmentBalancePayment	Learning Ltd.	Cash	Cash -  - 9386.61	System Generated	2022-10-29 15:22:16.0633333
00D6F004-4DB0-461F-B74E-77B3DDFCCD27	2022-10-29 18:14:16.0800000	-5744.50	Cr	7E5FBA61-246F-4AFC-9B9E-3377059FC653	688B462F-212A-4CC5-9D4F-21C4CDC64E89	ShipmentBalancePayment	BEE-0062	HDFC	HDFC - 7E5FBA61-246F-4AFC-9B9E-3377059FC653 - -5744.50	System Generated	2022-10-29 18:14:16.0800000
00D6F004-4DB0-461F-B74E-77B3DDFCCD27	2022-10-29 18:14:16.0800000	5744.50	Dr	7E5FBA61-246F-4AFC-9B9E-3377059FC653	688B462F-212A-4CC5-9D4F-21C4CDC64E89	ShipmentBalancePayment	Learning Ltd.	HDFC	HDFC - 7E5FBA61-246F-4AFC-9B9E-3377059FC653 - 5744.50	System Generated	2022-10-29 18:14:16.0800000
7AF5BB05-7D8A-4915-B22C-6CA73A6690CF	2022-10-29 17:11:16.0966667	-7343.92	Cr	NULL	0908774D-9054-4149-AB0F-2284EC324076	ShipmentBalancePayment	DBA-0016	Cash	Cash -  - -7343.92	System Generated	2022-10-29 17:11:16.0966667
7AF5BB05-7D8A-4915-B22C-6CA73A6690CF	2022-10-29 17:11:16.0966667	7343.92	Dr	NULL	0908774D-9054-4149-AB0F-2284EC324076	ShipmentBalancePayment	Learning Ltd.	Cash	Cash -  - 7343.92	System Generated	2022-10-29 17:11:16.0966667
D52D6AF3-CAE6-4D98-BB2E-DDB0453D1337	2022-10-29 12:46:16.1200000	12286.05	Dr	4A64BEB5-F2D1-42DD-AF6C-2E0BAB0E9410	FFDEE4AE-20AF-48EA-9951-0AE2A184B7DA	InvoiceAdvance	"Tailspin Toys (Arrow Rock, MO)"	Axis	Axis - 4A64BEB5-F2D1-42DD-AF6C-2E0BAB0E9410 - 12286.05	System Generated	2022-10-29 12:46:16.1200000
D52D6AF3-CAE6-4D98-BB2E-DDB0453D1337	2022-10-29 12:46:16.1200000	-12286.05	Cr	4A64BEB5-F2D1-42DD-AF6C-2E0BAB0E9410	FFDEE4AE-20AF-48EA-9951-0AE2A184B7DA	InvoiceAdvance	Learning Ltd.	Axis	Axis - 4A64BEB5-F2D1-42DD-AF6C-2E0BAB0E9410 - -12286.05	System Generated	2022-10-29 12:46:16.1200000
514BD420-395D-4E63-89AA-26B2CDBCC43C	2022-10-29 11:02:16.1366667	7994.78	Dr	0B75311C-015C-4C51-86C4-94C5E4689D73	492AE13A-6AFA-44FD-B180-1854B9075BCF	InvoiceAdvance	Jayanta Thakur	SBI	SBI - 0B75311C-015C-4C51-86C4-94C5E4689D73 - 7994.78	System Generated	2022-10-29 11:02:16.1366667
514BD420-395D-4E63-89AA-26B2CDBCC43C	2022-10-29 11:02:16.1366667	-7994.78	Cr	0B75311C-015C-4C51-86C4-94C5E4689D73	492AE13A-6AFA-44FD-B180-1854B9075BCF	InvoiceAdvance	Learning Ltd.	SBI	SBI - 0B75311C-015C-4C51-86C4-94C5E4689D73 - -7994.78	System Generated	2022-10-29 11:02:16.1366667
51331301-0BC4-48D4-B55D-48EC57070AD7	2022-10-29 09:23:16.1500000	10299.29	Dr	17555FAC-0A99-466E-B373-9AD9BF444213	C51C6193-19AF-468F-ACF5-0523F21B84DA	InvoiceBalancePayment	Om Yadav	ICICI	ICICI - 17555FAC-0A99-466E-B373-9AD9BF444213 - 10299.29	System Generated	2022-10-29 09:23:16.1500000
51331301-0BC4-48D4-B55D-48EC57070AD7	2022-10-29 09:23:16.1500000	-10299.29	Cr	17555FAC-0A99-466E-B373-9AD9BF444213	C51C6193-19AF-468F-ACF5-0523F21B84DA	InvoiceBalancePayment	Learning Ltd.	ICICI	ICICI - 17555FAC-0A99-466E-B373-9AD9BF444213 - -10299.29	System Generated	2022-10-29 09:23:16.1500000
26120E6A-A421-49A1-AA33-3DFC0059BE4A	2022-10-29 13:51:16.1733333	2365.52	Dr	E068F274-069D-40D3-81B6-438F0355506E	39633DEA-6D58-4C6F-A785-0F36BDAC170A	InvoiceBalancePayment	"Tailspin Toys (King Cove, AK)"	HDFC	HDFC - E068F274-069D-40D3-81B6-438F0355506E - 2365.52	System Generated	2022-10-29 13:51:16.1733333
26120E6A-A421-49A1-AA33-3DFC0059BE4A	2022-10-29 13:51:16.1733333	-2365.52	Cr	E068F274-069D-40D3-81B6-438F0355506E	39633DEA-6D58-4C6F-A785-0F36BDAC170A	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - E068F274-069D-40D3-81B6-438F0355506E - -2365.52	System Generated	2022-10-29 13:51:16.1733333
01245B89-9853-4BB1-B39D-01959E04407A	2022-10-30 16:32:14.5233333	-9035.50	Cr	79BBD82D-42B2-4965-B239-863895DBF5B5	CB9C7B08-5540-485D-839B-1924DBD1566F	ShipmentAdvance	AEC-0029	HDFC	HDFC - 79BBD82D-42B2-4965-B239-863895DBF5B5 - -9035.50	System Generated	2022-10-30 16:32:14.5233333
01245B89-9853-4BB1-B39D-01959E04407A	2022-10-30 16:32:14.5233333	9035.50	Dr	79BBD82D-42B2-4965-B239-863895DBF5B5	CB9C7B08-5540-485D-839B-1924DBD1566F	ShipmentAdvance	Learning Ltd.	HDFC	HDFC - 79BBD82D-42B2-4965-B239-863895DBF5B5 - 9035.50	System Generated	2022-10-30 16:32:14.5233333
72880060-E0AE-4A4A-A4A7-63ACA9845F63	2022-10-30 11:23:14.5566667	-11948.36	Cr	BB8A2CC8-0F17-4481-9559-1B890573660F	1CA21910-7528-410F-9C59-1C8BD9F83478	ShipmentAdvance	DEB-0009	ICICI	ICICI - BB8A2CC8-0F17-4481-9559-1B890573660F - -11948.36	System Generated	2022-10-30 11:23:14.5566667
72880060-E0AE-4A4A-A4A7-63ACA9845F63	2022-10-30 11:23:14.5566667	11948.36	Dr	BB8A2CC8-0F17-4481-9559-1B890573660F	1CA21910-7528-410F-9C59-1C8BD9F83478	ShipmentAdvance	Learning Ltd.	ICICI	ICICI - BB8A2CC8-0F17-4481-9559-1B890573660F - 11948.36	System Generated	2022-10-30 11:23:14.5566667
F9B539A4-3DD5-493E-99B5-B086937BE9B5	2022-10-30 16:09:14.5700000	-16665.68	Cr	NULL	0D1FE747-97A6-452A-B7F5-1CBA2BB9C754	ShipmentAdvance	BBB-0058	Paytm	Paytm -  - -16665.68	System Generated	2022-10-30 16:09:14.5700000
F9B539A4-3DD5-493E-99B5-B086937BE9B5	2022-10-30 16:09:14.5700000	16665.68	Dr	NULL	0D1FE747-97A6-452A-B7F5-1CBA2BB9C754	ShipmentAdvance	Learning Ltd.	Paytm	Paytm -  - 16665.68	System Generated	2022-10-30 16:09:14.5700000
31C77AC4-1E45-4CE4-BA99-F9E2059A9AE8	2022-10-30 16:17:14.5833333	-12624.68	Cr	D2556F75-48FE-4C43-8E01-69963CD9879E	F242CFF7-EFDD-412C-A8A4-1D4F0649754B	ShipmentAdvance	DDE-0062	Axis	Axis - D2556F75-48FE-4C43-8E01-69963CD9879E - -12624.68	System Generated	2022-10-30 16:17:14.5833333
31C77AC4-1E45-4CE4-BA99-F9E2059A9AE8	2022-10-30 16:17:14.5833333	12624.68	Dr	D2556F75-48FE-4C43-8E01-69963CD9879E	F242CFF7-EFDD-412C-A8A4-1D4F0649754B	ShipmentAdvance	Learning Ltd.	Axis	Axis - D2556F75-48FE-4C43-8E01-69963CD9879E - 12624.68	System Generated	2022-10-30 16:17:14.5833333
4A407BDE-460E-4CCC-94A2-B5045088929C	2022-10-30 08:44:14.5966667	7720.82	Dr	11B43F0D-A55B-4B3C-BB5A-B296AF0446E0	31F17994-C151-4A6F-92EA-1946C5238F02	InvoiceAdvance	Miloslav Fisar	PNB	PNB - 11B43F0D-A55B-4B3C-BB5A-B296AF0446E0 - 7720.82	System Generated	2022-10-30 08:44:14.5966667
4A407BDE-460E-4CCC-94A2-B5045088929C	2022-10-30 08:44:14.5966667	-7720.82	Cr	11B43F0D-A55B-4B3C-BB5A-B296AF0446E0	31F17994-C151-4A6F-92EA-1946C5238F02	InvoiceAdvance	Learning Ltd.	PNB	PNB - 11B43F0D-A55B-4B3C-BB5A-B296AF0446E0 - -7720.82	System Generated	2022-10-30 08:44:14.5966667
20D1922F-854B-4F87-83B6-2C1957C2E267	2022-10-30 14:14:14.6100000	9783.46	Dr	0D2547EF-A8A8-4605-8F84-29D631545456	133C011F-EF6D-4A8D-ADAB-2476F603FFFE	InvoiceAdvance	Bahaar Asef zade	HDFC	HDFC - 0D2547EF-A8A8-4605-8F84-29D631545456 - 9783.46	System Generated	2022-10-30 14:14:14.6100000
20D1922F-854B-4F87-83B6-2C1957C2E267	2022-10-30 14:14:14.6100000	-9783.46	Cr	0D2547EF-A8A8-4605-8F84-29D631545456	133C011F-EF6D-4A8D-ADAB-2476F603FFFE	InvoiceAdvance	Learning Ltd.	HDFC	HDFC - 0D2547EF-A8A8-4605-8F84-29D631545456 - -9783.46	System Generated	2022-10-30 14:14:14.6100000
301DB63E-F9B2-4DD7-81E6-385D14F5D9E9	2022-10-30 09:58:14.6500000	10219.14	Dr	E152F1E1-1C6B-48F8-B45B-348A705146F5	E6BC4916-5E14-4B9B-B735-2A77C7A8BF4C	InvoiceAdvance	"Wingtip Toys (Obion, TN)"	HDFC	HDFC - E152F1E1-1C6B-48F8-B45B-348A705146F5 - 10219.14	System Generated	2022-10-30 09:58:14.6500000
301DB63E-F9B2-4DD7-81E6-385D14F5D9E9	2022-10-30 09:58:14.6500000	-10219.14	Cr	E152F1E1-1C6B-48F8-B45B-348A705146F5	E6BC4916-5E14-4B9B-B735-2A77C7A8BF4C	InvoiceAdvance	Learning Ltd.	HDFC	HDFC - E152F1E1-1C6B-48F8-B45B-348A705146F5 - -10219.14	System Generated	2022-10-30 09:58:14.6500000
0C068D5D-FD82-41EF-A301-249E16208C0F	2022-10-30 14:47:14.6666667	13681.98	Dr	05A582DF-DBE7-4E84-9DAD-AB031950F5F4	2C99C376-7A90-493C-A3CE-0ABFB5736E28	InvoiceBalancePayment	"Tailspin Toys (Scofield, UT)"	PNB	PNB - 05A582DF-DBE7-4E84-9DAD-AB031950F5F4 - 13681.98	System Generated	2022-10-30 14:47:14.6666667
0C068D5D-FD82-41EF-A301-249E16208C0F	2022-10-30 14:47:14.6666667	-13681.98	Cr	05A582DF-DBE7-4E84-9DAD-AB031950F5F4	2C99C376-7A90-493C-A3CE-0ABFB5736E28	InvoiceBalancePayment	Learning Ltd.	PNB	PNB - 05A582DF-DBE7-4E84-9DAD-AB031950F5F4 - -13681.98	System Generated	2022-10-30 14:47:14.6666667
60DF89B5-8D48-45FE-A82E-2BEA5A7CC51C	2022-10-31 16:14:14.4966667	-9902.64	Cr	NULL	34983C42-3807-4011-A1DF-210CAC380813	ShipmentAdvance	BED-0029	UPI	UPI -  - -9902.64	System Generated	2022-10-31 16:14:14.4966667
60DF89B5-8D48-45FE-A82E-2BEA5A7CC51C	2022-10-31 16:14:14.4966667	9902.64	Dr	NULL	34983C42-3807-4011-A1DF-210CAC380813	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 9902.64	System Generated	2022-10-31 16:14:14.4966667
F57832EB-ABE3-4F33-966E-123389E0A273	2022-10-31 18:04:14.5100000	-14359.78	Cr	NULL	0EA21DF9-3209-4AC1-B5EC-21E7BC5D13C3	ShipmentAdvance	AAA-0099	Paytm	Paytm -  - -14359.78	System Generated	2022-10-31 18:04:14.5100000
F57832EB-ABE3-4F33-966E-123389E0A273	2022-10-31 18:04:14.5100000	14359.78	Dr	NULL	0EA21DF9-3209-4AC1-B5EC-21E7BC5D13C3	ShipmentAdvance	Learning Ltd.	Paytm	Paytm -  - 14359.78	System Generated	2022-10-31 18:04:14.5100000
87CA3224-7248-4F1F-9111-62DA0DCA0F11	2022-10-31 09:09:14.5233333	8291.12	Dr	D82BC2D4-3A42-45DD-83D9-09CB807580BF	F08B25C1-3B39-42F7-B698-0E15769F7951	InvoiceAdvance	"Wingtip Toys (Caro, MI)"	Axis	Axis - D82BC2D4-3A42-45DD-83D9-09CB807580BF - 8291.12	System Generated	2022-10-31 09:09:14.5233333
87CA3224-7248-4F1F-9111-62DA0DCA0F11	2022-10-31 09:09:14.5233333	-8291.12	Cr	D82BC2D4-3A42-45DD-83D9-09CB807580BF	F08B25C1-3B39-42F7-B698-0E15769F7951	InvoiceAdvance	Learning Ltd.	Axis	Axis - D82BC2D4-3A42-45DD-83D9-09CB807580BF - -8291.12	System Generated	2022-10-31 09:09:14.5233333
603F295B-6552-47B0-94FA-985956B7A20F	2022-10-31 15:33:14.5366667	7340.63	Dr	NULL	E79C0287-3353-4CA0-A6B2-101E69666D25	InvoiceAdvance	Jana Fialova	UPI	UPI -  - 7340.63	System Generated	2022-10-31 15:33:14.5366667
603F295B-6552-47B0-94FA-985956B7A20F	2022-10-31 15:33:14.5366667	-7340.63	Cr	NULL	E79C0287-3353-4CA0-A6B2-101E69666D25	InvoiceAdvance	Learning Ltd.	UPI	UPI -  - -7340.63	System Generated	2022-10-31 15:33:14.5366667
27922A81-9670-46D8-A43C-53354A60DA09	2022-10-31 16:27:14.5766667	9771.39	Dr	A3DDEDCD-7E4B-4831-A79D-29DA67ED3FFD	492AE13A-6AFA-44FD-B180-1854B9075BCF	InvoiceBalancePayment	Jayanta Thakur	ICICI	ICICI - A3DDEDCD-7E4B-4831-A79D-29DA67ED3FFD - 9771.39	System Generated	2022-10-31 16:27:14.5766667
27922A81-9670-46D8-A43C-53354A60DA09	2022-10-31 16:27:14.5766667	-9771.39	Cr	A3DDEDCD-7E4B-4831-A79D-29DA67ED3FFD	492AE13A-6AFA-44FD-B180-1854B9075BCF	InvoiceBalancePayment	Learning Ltd.	ICICI	ICICI - A3DDEDCD-7E4B-4831-A79D-29DA67ED3FFD - -9771.39	System Generated	2022-10-31 16:27:14.5766667
BB6B936E-B62E-4E77-BDF0-4D6E18EECD02	2022-10-31 09:07:14.5900000	10670.71	Dr	86C0C4A7-FE33-4836-8213-FEA6431834B3	0EB29E36-BF3C-44B3-8324-1B1FA94D86B4	InvoiceBalancePayment	"Wingtip Toys (Mahaffey, PA)"	HDFC	HDFC - 86C0C4A7-FE33-4836-8213-FEA6431834B3 - 10670.71	System Generated	2022-10-31 09:07:14.5900000
BB6B936E-B62E-4E77-BDF0-4D6E18EECD02	2022-10-31 09:07:14.5900000	-10670.71	Cr	86C0C4A7-FE33-4836-8213-FEA6431834B3	0EB29E36-BF3C-44B3-8324-1B1FA94D86B4	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - 86C0C4A7-FE33-4836-8213-FEA6431834B3 - -10670.71	System Generated	2022-10-31 09:07:14.5900000
42F38A3B-DB83-4DF5-A1D3-94B960FED27B	2022-11-01 11:45:32.9066667	-8420.51	Cr	NULL	0BB7F7ED-801B-4E00-BE30-16F9F3916E22	ShipmentBalancePayment	BDD-0010	UPI	UPI -  - -8420.51	System Generated	2022-11-01 11:45:32.9066667
42F38A3B-DB83-4DF5-A1D3-94B960FED27B	2022-11-01 11:45:32.9066667	8420.51	Dr	NULL	0BB7F7ED-801B-4E00-BE30-16F9F3916E22	ShipmentBalancePayment	Learning Ltd.	UPI	UPI -  - 8420.51	System Generated	2022-11-01 11:45:32.9066667
6FD0299D-DF68-48ED-AE16-173A2F9F4358	2022-11-01 19:00:32.9266667	-9138.73	Cr	NULL	341BA530-1AC7-4B89-BD25-1D7E51EDC7E0	ShipmentBalancePayment	ACD-0089	UPI	UPI -  - -9138.73	System Generated	2022-11-01 19:00:32.9266667
6FD0299D-DF68-48ED-AE16-173A2F9F4358	2022-11-01 19:00:32.9266667	9138.73	Dr	NULL	341BA530-1AC7-4B89-BD25-1D7E51EDC7E0	ShipmentBalancePayment	Learning Ltd.	UPI	UPI -  - 9138.73	System Generated	2022-11-01 19:00:32.9266667
78F5A0F5-60F3-47D2-9ED9-420461E2C660	2022-11-01 17:43:32.9500000	-9479.25	Cr	41A107A0-4591-4310-ABBF-43660EBAE856	6576FE7E-95B2-429D-8A9C-1E8A8E8179C2	ShipmentBalancePayment	CDD-0010	ICICI	ICICI - 41A107A0-4591-4310-ABBF-43660EBAE856 - -9479.25	System Generated	2022-11-01 17:43:32.9500000
78F5A0F5-60F3-47D2-9ED9-420461E2C660	2022-11-01 17:43:32.9500000	9479.25	Dr	41A107A0-4591-4310-ABBF-43660EBAE856	6576FE7E-95B2-429D-8A9C-1E8A8E8179C2	ShipmentBalancePayment	Learning Ltd.	ICICI	ICICI - 41A107A0-4591-4310-ABBF-43660EBAE856 - 9479.25	System Generated	2022-11-01 17:43:32.9500000
4B3854C3-AE53-49DD-8709-312F332D1E65	2022-11-01 18:57:32.9700000	-9203.92	Cr	AA997EDB-2BBE-4ECE-A14C-1A5791E6902B	1134B5D0-06D1-4C0E-8D0F-24458C3D25BD	ShipmentBalancePayment	BDE-0080	PNB	PNB - AA997EDB-2BBE-4ECE-A14C-1A5791E6902B - -9203.92	System Generated	2022-11-01 18:57:32.9700000
4B3854C3-AE53-49DD-8709-312F332D1E65	2022-11-01 18:57:32.9700000	9203.92	Dr	AA997EDB-2BBE-4ECE-A14C-1A5791E6902B	1134B5D0-06D1-4C0E-8D0F-24458C3D25BD	ShipmentBalancePayment	Learning Ltd.	PNB	PNB - AA997EDB-2BBE-4ECE-A14C-1A5791E6902B - 9203.92	System Generated	2022-11-01 18:57:32.9700000
89A39422-9A76-42DC-843D-A00334EECC9A	2022-11-01 16:07:33.3733333	11983.95	Dr	061FDF4C-A613-4CD8-84D0-229A2A709EF7	BE412034-C2FF-4946-A06C-1A5270C55E8D	InvoiceAdvance	"Wingtip Toys (Cuyamungue, NM)"	Axis	Axis - 061FDF4C-A613-4CD8-84D0-229A2A709EF7 - 11983.95	System Generated	2022-11-01 16:07:33.3733333
89A39422-9A76-42DC-843D-A00334EECC9A	2022-11-01 16:07:33.3733333	-11983.95	Cr	061FDF4C-A613-4CD8-84D0-229A2A709EF7	BE412034-C2FF-4946-A06C-1A5270C55E8D	InvoiceAdvance	Learning Ltd.	Axis	Axis - 061FDF4C-A613-4CD8-84D0-229A2A709EF7 - -11983.95	System Generated	2022-11-01 16:07:33.3733333
F51B268B-8CBB-4C8C-BACF-F8BDBF1D6EBA	2022-11-01 20:05:33.4533333	11724.37	Dr	024B3753-81D8-4200-AB03-96F7F2E20DFE	3F2EE60F-8D1B-4C6E-8FCA-2BD298815D1E	InvoiceAdvance	"Wingtip Toys (Sunburg, MN)"	ICICI	ICICI - 024B3753-81D8-4200-AB03-96F7F2E20DFE - 11724.37	System Generated	2022-11-01 20:05:33.4533333
F51B268B-8CBB-4C8C-BACF-F8BDBF1D6EBA	2022-11-01 20:05:33.4533333	-11724.37	Cr	024B3753-81D8-4200-AB03-96F7F2E20DFE	3F2EE60F-8D1B-4C6E-8FCA-2BD298815D1E	InvoiceAdvance	Learning Ltd.	ICICI	ICICI - 024B3753-81D8-4200-AB03-96F7F2E20DFE - -11724.37	System Generated	2022-11-01 20:05:33.4533333
0B4A0AB1-25CF-4252-B5C7-900C612598F9	2022-11-01 11:57:35.1200000	11799.10	Dr	NULL	CCB01AEA-8E0A-44B4-A89E-307DD3228E1D	InvoiceBalancePayment	Violetta KlanCisar	UPI	UPI -  - 11799.10	System Generated	2022-11-01 11:57:35.1200000
0B4A0AB1-25CF-4252-B5C7-900C612598F9	2022-11-01 11:57:35.1200000	-11799.10	Cr	NULL	CCB01AEA-8E0A-44B4-A89E-307DD3228E1D	InvoiceBalancePayment	Learning Ltd.	UPI	UPI -  - -11799.10	System Generated	2022-11-01 11:57:35.1200000
8DCD66BA-7913-4717-AE12-F7FCB30FCDA6	2022-11-01 20:21:35.1600000	4429.57	Dr	8060160C-92FE-4761-87BA-323BD4210335	04E6B7F1-074A-4316-93E1-1CAE35B2182C	InvoiceBalancePayment	"Tailspin Toys (Larose, LA)"	SBI	SBI - 8060160C-92FE-4761-87BA-323BD4210335 - 4429.57	System Generated	2022-11-01 20:21:35.1600000
8DCD66BA-7913-4717-AE12-F7FCB30FCDA6	2022-11-01 20:21:35.1600000	-4429.57	Cr	8060160C-92FE-4761-87BA-323BD4210335	04E6B7F1-074A-4316-93E1-1CAE35B2182C	InvoiceBalancePayment	Learning Ltd.	SBI	SBI - 8060160C-92FE-4761-87BA-323BD4210335 - -4429.57	System Generated	2022-11-01 20:21:35.1600000
1369FCAF-CFD8-49A1-96AA-1ED6AE2FB15A	2022-11-01 18:25:35.1833333	3447.06	Dr	B14A965F-4B8C-4917-82E9-7C9116F192FB	85F519B9-DF4A-41E3-A9BF-2BA7610D0C83	InvoiceBalancePayment	"Wingtip Toys (Birds, IL)"	Axis	Axis - B14A965F-4B8C-4917-82E9-7C9116F192FB - 3447.06	System Generated	2022-11-01 18:25:35.1833333
1369FCAF-CFD8-49A1-96AA-1ED6AE2FB15A	2022-11-01 18:25:35.1833333	-3447.06	Cr	B14A965F-4B8C-4917-82E9-7C9116F192FB	85F519B9-DF4A-41E3-A9BF-2BA7610D0C83	InvoiceBalancePayment	Learning Ltd.	Axis	Axis - B14A965F-4B8C-4917-82E9-7C9116F192FB - -3447.06	System Generated	2022-11-01 18:25:35.1833333
A292489F-CAB8-4B2D-A86F-0962CE46B4A6	2022-11-02 08:44:17.0933333	-5692.37	Cr	5C5EB6FA-BA67-46DC-BBA4-A56C2DE4F630	61DC7F47-28B4-41C1-AB37-24EDFDAB13E4	ShipmentBalancePayment	CAC-0076	PNB	PNB - 5C5EB6FA-BA67-46DC-BBA4-A56C2DE4F630 - -5692.37	System Generated	2022-11-02 08:44:17.0933333
A292489F-CAB8-4B2D-A86F-0962CE46B4A6	2022-11-02 08:44:17.0933333	5692.37	Dr	5C5EB6FA-BA67-46DC-BBA4-A56C2DE4F630	61DC7F47-28B4-41C1-AB37-24EDFDAB13E4	ShipmentBalancePayment	Learning Ltd.	PNB	PNB - 5C5EB6FA-BA67-46DC-BBA4-A56C2DE4F630 - 5692.37	System Generated	2022-11-02 08:44:17.0933333
6912D072-09FA-4242-9EF7-F223B30FC48E	2022-11-02 12:20:17.1866667	-9551.07	Cr	NULL	2EE0E78A-4181-45FD-B3DB-261ED9C41CFE	ShipmentBalancePayment	DBB-0024	Paytm	Paytm -  - -9551.07	System Generated	2022-11-02 12:20:17.1866667
6912D072-09FA-4242-9EF7-F223B30FC48E	2022-11-02 12:20:17.1866667	9551.07	Dr	NULL	2EE0E78A-4181-45FD-B3DB-261ED9C41CFE	ShipmentBalancePayment	Learning Ltd.	Paytm	Paytm -  - 9551.07	System Generated	2022-11-02 12:20:17.1866667
16201832-1576-4AC5-A8D0-88490D4748B2	2022-11-02 13:33:17.5266667	4904.72	Dr	NULL	ABF9EAA1-BF07-4C25-B358-22D2FD36C50E	InvoiceAdvance	Gadhar Das	Cash	Cash -  - 4904.72	System Generated	2022-11-02 13:33:17.5266667
16201832-1576-4AC5-A8D0-88490D4748B2	2022-11-02 13:33:17.5266667	-4904.72	Cr	NULL	ABF9EAA1-BF07-4C25-B358-22D2FD36C50E	InvoiceAdvance	Learning Ltd.	Cash	Cash -  - -4904.72	System Generated	2022-11-02 13:33:17.5266667
AF0800F9-E085-4DEC-82B7-B3B178F42459	2022-11-02 15:37:17.6233333	18510.03	Dr	NULL	049D06C3-EB3B-4C07-9405-2FB80220925F	InvoiceAdvance	"Tailspin Toys (Bow Mar, CO)"	Paytm	Paytm -  - 18510.03	System Generated	2022-11-02 15:37:17.6233333
AF0800F9-E085-4DEC-82B7-B3B178F42459	2022-11-02 15:37:17.6233333	-18510.03	Cr	NULL	049D06C3-EB3B-4C07-9405-2FB80220925F	InvoiceAdvance	Learning Ltd.	Paytm	Paytm -  - -18510.03	System Generated	2022-11-02 15:37:17.6233333
DDC2748A-B052-45E7-B7A5-D1FB4BEF103D	2022-11-02 11:33:19.1500000	4132.15	Dr	NULL	3151B8F8-23B5-4A86-9ED7-49D977F1BA57	InvoiceBalancePayment	"Tailspin Toys (Wallagrass, ME)"	Cash	Cash -  - 4132.15	System Generated	2022-11-02 11:33:19.1500000
DDC2748A-B052-45E7-B7A5-D1FB4BEF103D	2022-11-02 11:33:19.1500000	-4132.15	Cr	NULL	3151B8F8-23B5-4A86-9ED7-49D977F1BA57	InvoiceBalancePayment	Learning Ltd.	Cash	Cash -  - -4132.15	System Generated	2022-11-02 11:33:19.1500000
